
# SLy2 EOS from CompOSE: https://compose.obspm.fr/eos/85
#
# n0   = 0.161      fm^-3   
# E0   = -15.99     MeV
# K0   = 229.92     MeV
# Esym = 32.0       MeV
# Lsym = 47.46      MeV
# Ksym = -115.13    MeV
# mN   = 939.565421 MeV
# mP   = 938.272088 MeV
#
#             T [MeV]                     nB [fm^-3]                   YQ         pressure P [MeV fm^-3]       muB - mN [MeV]     energy density [MeV fm^-3]   proton fraction Yp       electron fraction Ye       muon fraction Ymu
#
   0.0000000000000000        9.9999999999999995E-008   0.0000000000000000        2.1489499999999999E-008  -8.6106779999999787        9.3072809999999995E-005   0.0000000000000000       0.43815799999999999        0.0000000000000000     
   0.0000000000000000        1.1420826194398681E-003   0.0000000000000000        1.2660007403877708E-003   1.3479114580327436        1.0732876560970419        0.0000000000000000       0.10830574639069250        0.0000000000000000     
   0.0000000000000000        2.2840652388797359E-003   0.0000000000000000        2.7157686070381718E-003   2.2169777075907833        2.1483054290132215        0.0000000000000000        7.2311004070019710E-002   0.0000000000000000     
   0.0000000000000000        3.4260478583196040E-003   0.0000000000000000        4.5318978322724844E-003   2.8600631042769433        3.2241687405321122        0.0000000000000000        5.9167811512925148E-002   0.0000000000000000     
   0.0000000000000000        4.5680304777594724E-003   0.0000000000000000        6.6190028338210640E-003   3.3862985043343592        4.3006951679874756        0.0000000000000000        5.2140433365862694E-002   0.0000000000000000     
   0.0000000000000000        5.7100130971993405E-003   0.0000000000000000        8.9212508190298426E-003   3.8371259824671151        5.3777753981342089        0.0000000000000000        4.7699319022311247E-002   0.0000000000000000     
   0.0000000000000000        6.8519957166392085E-003   0.0000000000000000        1.1402287121130623E-002   4.2340759141211279        6.4553379385574257        0.0000000000000000        4.4622023832310745E-002   0.0000000000000000     
   0.0000000000000000        7.9939783360790766E-003   0.0000000000000000        1.4033921598395092E-002   4.5907773909172853        7.5333282467565397        0.0000000000000000        4.2299035094345239E-002   0.0000000000000000     
   0.0000000000000000        9.1359609555189437E-003   0.0000000000000000        1.6799277037329637E-002   4.9152595860848693        8.6117071611657590        0.0000000000000000        4.0510218174456207E-002   0.0000000000000000     
   0.0000000000000000        1.0277943574958811E-002   0.0000000000000000        1.9683247221985115E-002   5.2139056662345791        9.6904428795336575        0.0000000000000000        3.9065659947758999E-002   0.0000000000000000     
   0.0000000000000000        1.1419926194398680E-002   0.0000000000000000        2.2675050718709875E-002   5.4913197317061302        10.769504260714490        0.0000000000000000        3.7859475622222229E-002   0.0000000000000000     
   0.0000000000000000        1.2561908813838549E-002   0.0000000000000000        2.5766666465843361E-002   5.7509243877983334        11.848873533461362        0.0000000000000000        3.6828427879448657E-002   0.0000000000000000     
   0.0000000000000000        1.3703891433278416E-002   0.0000000000000000        2.8952119846682816E-002   5.9951440302224359        12.928521950394481        0.0000000000000000        3.5944250547569258E-002   0.0000000000000000     
   0.0000000000000000        1.4845874052718283E-002   0.0000000000000000        3.2226695079271901E-002   6.2263433286305618        14.008435811267983        0.0000000000000000        3.5163075035676943E-002   0.0000000000000000     
   0.0000000000000000        1.5987856672158154E-002   0.0000000000000000        3.5587426159972083E-002   6.4461646929633920        15.088623982908846        0.0000000000000000        3.4470192137592691E-002   0.0000000000000000     
   0.0000000000000000        1.7129839291598021E-002   0.0000000000000000        3.9032309694056098E-002   6.6562682672331253        16.169053258270193        0.0000000000000000        3.3838562802985819E-002   0.0000000000000000     
   0.0000000000000000        1.8271821911037888E-002   0.0000000000000000        4.2559780877966732E-002   6.8574987184108824        17.249703618376561        0.0000000000000000        3.3274757521671111E-002   0.0000000000000000     
   0.0000000000000000        1.9413804530477755E-002   0.0000000000000000        4.6169500431689055E-002   7.0511155925079319        18.330580026700368        0.0000000000000000        3.2758100315824816E-002   0.0000000000000000     
   0.0000000000000000        2.0555787149917622E-002   0.0000000000000000        4.9862032064369892E-002   7.2381086429578803        19.411674771675024        0.0000000000000000        3.2277379881214749E-002   0.0000000000000000     
   0.0000000000000000        2.1697769769357493E-002   0.0000000000000000        5.3637911445244137E-002   7.4191627273138865        20.492990306890835        0.0000000000000000        3.1830721585288664E-002   0.0000000000000000     
